ticker,rows,headline_days,date_min,date_max,dev_rows,dev_headline_days
RGR,629,386,2009-08-13,2020-06-08,596,358
CHL,627,460,2009-08-14,2020-05-22,522,377
KGC,627,434,2009-08-10,2020-06-09,502,342
MOH,626,391,2009-11-03,2020-06-08,556,339
FXY,626,364,2009-11-02,2018-10-10,540,297
RAI,626,362,2009-08-10,2017-08-07,560,308
HP,625,396,2009-08-07,2020-06-11,473,290
ALXN,624,294,2016-03-03,2020-06-08,560,261
TASR,624,328,2009-11-05,2017-04-11,604,310
MDVN,623,314,2009-10-27,2016-12-21,585,283
WYNN,622,294,2018-01-29,2020-06-10,507,234
CSC,622,356,2009-08-13,2017-11-13,500,274
GWW,622,338,2009-10-14,2020-06-02,554,289
MDRX,620,349,2009-08-18,2020-06-08,503,266
STM,620,427,2009-08-18,2020-06-11,537,365
LM,619,403,2009-08-13,2020-04-29,522,333
DLPH,614,377,2011-10-31,2020-05-18,593,365
NTES,614,405,2009-08-14,2020-06-07,499,328
ZTS,613,331,2013-01-17,2020-06-11,581,305
DVA,612,358,2009-08-18,2020-05-06,553,314
CCI,611,411,2009-08-10,2020-06-03,500,327
TEX,611,357,2009-08-14,2020-06-11,515,290
ASML,609,404,2009-08-10,2020-06-08,458,300
TNXP,609,290,2011-11-18,2020-06-01,554,265
BKE,607,340,2009-08-10,2020-05-26,515,278
ORLY,606,360,2009-08-18,2020-05-20,535,311
SHW,603,337,2009-08-18,2020-06-03,542,293
SYNA,603,315,2009-10-02,2020-05-15,539,274
H,602,392,2009-12-15,2020-06-11,495,316
PTEN,602,431,2010-02-09,2020-06-09,479,342
NLSN,601,369,2011-01-26,2020-06-09,556,338
AN,600,363,2009-08-08,2020-06-10,499,299
KEY,600,378,2011-03-25,2020-06-11,540,329
SFLY,596,299,2009-12-10,2019-09-25,557,274
MKC,595,282,2010-03-25,2020-06-01,530,244
ACAD,594,319,2009-07-27,2020-05-28,549,292
RCII,594,296,2009-08-07,2020-05-08,545,262
VXX,593,462,2009-11-12,2020-05-13,340,283
XOM,593,303,2018-06-27,2020-06-11,426,235
QRVO,592,324,2015-01-04,2020-06-05,542,292
AJG,591,479,2009-08-14,2020-06-09,543,438
DXCM,591,325,2010-01-07,2020-06-09,507,280
VIA,590,420,2009-08-07,2019-12-09,491,349
QIHU,590,339,2011-03-30,2017-03-11,590,339
PGR,589,386,2009-11-02,2020-06-11,503,318
CACI,588,416,2010-03-31,2020-06-04,536,369
DOV,587,337,2009-08-17,2020-06-05,510,286
NUVA,586,330,2009-11-25,2020-06-05,482,260
IEP,586,359,2010-09-13,2020-05-08,563,342
PH,583,345,2009-10-20,2020-06-11,477,273
DVAX,583,355,2009-09-10,2020-06-09,504,314
GDOT,583,304,2010-09-07,2020-06-03,533,278
XLP,583,472,2009-08-16,2020-05-04,509,406
INFN,582,295,2010-02-24,2020-06-09,496,248
DDS,582,351,2009-08-07,2020-05-15,483,286
SOL,581,384,2009-08-11,2020-06-10,495,323
HBAN,581,382,2009-09-11,2020-06-10,413,265
HALO,581,325,2009-08-12,2020-06-04,519,282
CYBR,580,262,2014-09-23,2020-05-14,556,253
AVAV,579,288,2009-11-16,2020-06-10,526,248
GPOR,577,385,2009-08-25,2020-06-10,516,351
NYT,576,384,2010-09-28,2020-06-05,482,322
SGMS,575,399,2009-10-27,2020-06-10,493,332
CTAS,575,264,2009-08-17,2020-06-05,507,223
EQT,575,387,2009-10-29,2020-06-08,504,332
ETR,573,386,2009-08-07,2020-06-05,489,322
LLL,573,372,2009-12-11,2019-07-01,483,308
GNW,572,356,2009-08-17,2020-06-08,457,275
ACT,570,265,2013-02-11,2020-03-26,569,264
ZAGG,570,313,2010-05-11,2020-06-09,508,276
ARWR,568,308,2010-04-27,2020-05-13,535,283
DNR,568,399,2009-08-17,2020-06-10,459,327
PTCT,567,272,2013-06-13,2020-05-07,549,258
VRA,567,203,2010-11-30,2020-06-03,525,181
MTB,566,359,2009-09-08,2020-06-11,427,261
SMG,565,380,2009-11-05,2020-06-08,493,322
ETF,564,242,2011-03-14,2013-01-20,564,242
SLXP,563,262,2009-09-14,2017-03-30,481,205
JJC,562,399,2009-11-04,2019-03-28,382,252
IVZ,561,411,2009-10-02,2020-06-11,434,326
SWY,561,302,2009-08-10,2017-11-24,473,234
GERN,560,285,2009-08-18,2020-06-08,468,228
CAKE,560,321,2009-08-17,2020-06-10,400,226
PETM,560,229,2009-08-12,2019-06-03,485,179
XON,558,359,2013-07-10,2020-01-21,558,359
BURL,558,241,2013-10-01,2020-06-04,499,213
LVLT,558,312,2009-12-08,2017-10-31,509,273
ZIOP,557,360,2009-09-25,2020-06-02,511,322
WM,557,338,2010-02-05,2020-06-11,473,274
OC,556,316,2009-08-07,2020-06-11,461,249
FOLD,556,323,2009-10-05,2020-05-18,531,304
EFX,556,325,2009-08-11,2020-06-09,502,284
CONN,556,220,2014-02-20,2020-06-10,506,195
WIN,554,322,2009-08-07,2019-11-12,483,261
ESV,554,393,2009-09-09,2019-08-01,454,323
HBI,553,332,2009-08-07,2020-06-11,486,278
GEVO,553,315,2011-02-09,2020-05-21,535,302
FDS,553,228,2009-12-15,2020-06-05,505,194
CMC,552,306,2009-08-10,2020-06-05,497,264
ROK,550,295,2009-12-10,2020-06-05,463,240
PEG,549,365,2009-08-14,2020-06-11,446,289
FISV,549,351,2009-08-17,2020-06-05,435,270
EWY,548,410,2009-10-18,2020-05-30,459,336
COV,548,312,2009-08-14,2017-12-12,425,239
BWA,548,322,2011-01-28,2020-06-05,512,299
COL,547,294,2009-12-21,2018-11-27,492,260
VDC,547,307,2009-08-10,2019-05-21,541,301
OKE,546,367,2009-10-29,2020-06-11,433,298
CAB,546,285,2009-12-11,2017-09-25,493,254
SRE,545,372,2009-07-27,2020-06-11,439,294
TKMR,543,231,2011-03-16,2015-11-11,543,231
YOKU,543,297,2010-12-08,2016-08-08,472,269
HLT,541,311,2013-12-02,2020-06-11,459,268
GG,540,374,2011-03-29,2019-04-18,540,374
ABBV,539,357,2013-01-02,2020-06-10,498,330
ANET,539,274,2014-06-06,2020-05-14,512,260
INSY,539,310,2013-04-19,2019-06-18,539,310
PII,539,304,2009-08-13,2020-06-04,479,260
OSK,538,314,2009-08-13,2020-05-04,466,263
WCG,538,334,2009-11-04,2020-01-22,506,309
PPL,538,337,2010-01-28,2020-06-11,445,268
ETP,537,379,2009-10-02,2018-10-18,477,328
SFM,537,285,2013-08-01,2020-05-14,500,265
ENPH,536,304,2012-03-30,2020-06-05,465,262
CERS,535,323,2009-11-11,2020-06-02,495,292
E,535,353,2009-08-07,2020-06-02,325,267
SNX,534,227,2009-09-22,2020-06-05,486,195
ED,534,377,2009-08-07,2020-05-22,432,295
COO,534,277,2009-08-07,2020-06-05,419,216
TERP,534,295,2014-07-08,2020-05-18,514,280
MTN,534,259,2009-10-05,2020-06-05,449,210
LGND,533,335,2009-10-27,2020-06-05,501,310
QSR,533,327,2014-12-16,2020-06-11,463,281
MD,531,278,2009-08-06,2020-06-08,363,222
RENN,531,292,2011-05-04,2020-06-03,517,284
DMND,530,209,2009-09-30,2016-02-29,489,187
SBGI,530,324,2009-10-13,2020-06-05,452,283
LCI,530,307,2010-09-13,2020-06-11,508,291
XEC,529,364,2009-08-18,2020-06-11,446,302
FMC,529,331,2009-08-13,2020-06-05,469,280
MAC,528,337,2009-08-12,2020-06-11,427,272
AYI,528,247,2009-10-07,2020-06-09,480,217
SGMO,528,302,2009-10-07,2020-05-11,497,282
TSRO,528,265,2012-06-28,2019-01-08,528,265
XPO,527,314,2010-05-13,2020-06-11,481,280
DEPO,526,261,2009-10-01,2018-08-15,491,238
DLR,526,386,2009-12-31,2020-06-01,454,329
FAST,526,249,2012-04-12,2020-06-10,492,227
GGP,526,347,2010-02-16,2018-08-28,418,273
LPX,526,357,2009-08-13,2020-06-11,469,312
BID,526,309,2009-08-13,2019-09-30,478,272
AXL,524,297,2009-08-13,2020-06-10,437,234
AUY,523,404,2009-08-14,2020-05-20,424,326
ALGT,523,371,2009-09-14,2020-06-10,438,314
TXRH,523,261,2009-12-08,2020-06-05,450,212
SPR,521,318,2009-11-03,2020-06-11,408,250
VAL,521,268,2010-01-05,2020-06-10,420,207
GCO,520,217,2009-12-23,2020-06-11,467,182
BG,517,327,2009-07-27,2020-06-05,428,253
TSO,517,342,2009-11-06,2017-08-08,436,284
VIS,517,280,2010-10-15,2019-06-03,514,277
ALGN,516,319,2009-08-18,2020-05-20,463,274
HUN,516,307,2009-12-03,2020-05-26,437,248
AVEO,516,281,2011-01-11,2020-06-01,465,257
EWQ,516,302,2009-12-10,2020-05-28,469,267
AEM,514,393,2009-07-27,2020-06-03,408,303
MTW,513,326,2009-08-18,2020-05-14,443,268
NTRS,511,345,2009-09-16,2020-06-09,391,260
HL,510,381,2009-08-07,2020-06-11,395,296
PLAY,510,180,2014-09-08,2020-06-10,422,141
QGEN,509,338,2009-08-18,2020-06-05,414,270
OAS,509,306,2014-08-05,2020-06-11,443,275
MAS,508,327,2009-08-14,2020-05-29,400,251
TROW,508,364,2009-10-23,2020-06-03,393,282
VHC,507,314,2010-03-17,2020-05-29,481,289
BAH,506,262,2010-12-27,2020-06-10,472,246
WLT,506,262,2011-06-20,2015-09-16,506,262
SONC,505,212,2012-03-08,2018-11-07,505,212
AU,505,397,2009-08-18,2020-06-09,363,282
BEN,505,355,2009-08-10,2020-06-09,402,282
VPU,505,271,2009-10-26,2019-04-02,502,268
ADXS,504,302,2011-06-30,2020-06-07,490,290
UTHR,504,303,2010-01-13,2020-06-10,448,260
IAG,502,353,2009-07-27,2020-06-01,455,312
MOMO,501,258,2014-11-28,2020-06-01,484,245
VRNG,501,249,2011-03-15,2016-04-25,501,249
CLNE,501,319,2009-10-29,2020-05-12,423,262
XLY,501,413,2009-09-03,2020-05-04,411,334
EXEL,501,283,2014-11-16,2020-06-01,459,261
ALV,501,308,2009-11-17,2020-06-03,448,269
MJN,500,270,2009-11-13,2017-06-12,463,235
NBIX,499,323,2009-09-16,2020-06-10,432,279
FXA,499,341,2009-11-02,2020-03-26,425,274
KNDI,498,309,2009-08-17,2020-06-05,473,289
GBX,498,232,2009-08-12,2020-04-16,452,206
HOV,498,317,2009-08-28,2020-06-05,400,245
YRCW,498,333,2009-08-10,2020-06-10,410,269
EGO,495,371,2009-08-12,2020-06-08,432,314
MSG,495,291,2010-05-17,2020-04-22,466,269
CHD,494,276,2009-12-01,2020-05-15,441,235
ATI,494,310,2009-08-07,2020-06-08,402,247
OI,494,280,2009-08-07,2020-06-11,410,219
KPTI,492,273,2013-11-06,2020-06-09,452,255
FIS,492,318,2009-08-18,2020-06-05,393,247
NI,492,265,2009-08-06,2020-05-06,336,214
TTM,492,353,2009-08-14,2020-06-11,410,283
DPW,491,232,2010-10-26,2020-06-11,470,217
BXP,491,345,2009-11-02,2020-06-10,381,258
HCP,490,324,2009-08-18,2019-11-01,430,284
LUV,490,171,2019-03-28,2020-06-11,222,94
DBD,489,280,2010-02-02,2020-06-10,424,233
VNO,489,369,2009-08-07,2020-06-11,349,250
HFC,489,342,2011-07-01,2020-06-11,448,309
SLCA,489,315,2012-02-01,2020-06-11,453,291
OVTI,488,216,2009-08-18,2016-01-28,405,167
VAR,487,321,2009-08-11,2020-05-21,407,253
NLY,487,361,2009-09-17,2020-06-10,355,255
DV,487,263,2009-08-10,2017-05-24,391,199
MMC,486,351,2009-08-17,2020-06-11,403,292
TMUS,486,305,2012-01-20,2020-06-11,449,282
OMER,486,282,2009-10-08,2020-05-14,464,270
B,486,224,2009-06-09,2020-04-24,269,169
OMC,485,287,2009-08-07,2020-06-11,395,212
AWK,485,354,2009-08-14,2020-06-05,427,307
TEN,485,296,2009-08-07,2020-06-11,386,232
ARRY,483,283,2009-09-04,2019-07-30,470,275
NCR,483,282,2011-02-04,2020-06-11,442,251
AGCO,482,308,2009-08-10,2020-05-06,424,261
CRZO,482,323,2009-11-16,2019-12-20,449,297
ACRX,481,283,2011-03-24,2020-06-10,444,258
FXB,480,286,2009-12-22,2017-06-15,416,225
VTR,480,320,2009-11-16,2020-06-11,381,244
OCLR,480,268,2010-03-15,2018-12-06,456,254
ETE,478,303,2009-12-24,2018-11-06,462,289
MGA,477,317,2009-11-11,2020-06-11,382,241
CPE,476,311,2009-08-07,2020-06-10,363,255
CRL,475,296,2009-08-07,2020-06-03,320,194
SNPS,475,266,2009-08-17,2020-06-10,411,228
CALM,474,213,2009-09-28,2020-04-24,408,178
JDSU,474,249,2009-11-06,2015-07-10,335,174
ACM,474,295,2009-08-07,2020-05-26,429,258
PODD,473,284,2009-10-27,2020-06-09,411,250
IPG,473,290,2009-11-24,2020-06-11,393,230
ROVI,472,265,2010-01-04,2016-11-14,393,215
VMC,471,317,2009-08-18,2020-06-11,377,244
EMN,471,298,2009-08-12,2020-06-05,378,230
CRC,471,281,2009-08-13,2020-06-10,401,244
SEE,471,271,2009-08-07,2020-06-05,430,241
OREX,470,248,2009-08-13,2018-04-23,381,203
AAPL,469,86,2020-03-09,2020-06-10,0,0
LOGI,469,323,2009-08-18,2020-06-02,390,258
IPXL,469,275,2010-02-25,2018-05-02,423,239
TDC,469,275,2009-10-24,2020-06-11,410,230
WWW,468,252,2009-08-12,2020-06-04,412,213
VEEV,468,210,2013-10-16,2020-06-11,409,180
LYV,467,332,2009-10-16,2020-06-11,360,254
AES,467,290,2009-08-10,2020-06-09,382,230
UHS,467,295,2009-12-18,2020-06-09,399,248
DBE,466,453,2009-08-29,2017-04-18,462,449
LBTYA,466,333,2009-11-04,2020-06-10,404,283
JUNO,465,211,2014-11-17,2018-03-16,465,211
TYC,465,236,2009-11-10,2016-08-25,406,196
PNR,465,258,2009-08-14,2020-06-11,414,220
OSIS,465,323,2009-12-28,2020-05-01,395,268
BLL,463,297,2009-08-07,2020-05-08,393,244
RDC,463,304,2009-08-07,2019-04-11,401,260
CNP,463,282,2010-02-22,2020-06-08,383,231
ISIS,462,267,2009-08-07,2015-12-18,416,228
ZGNX,460,272,2011-07-12,2020-06-01,436,257
BOBE,460,191,2009-08-10,2018-01-09,432,172
LXRX,460,240,2009-09-15,2020-05-13,431,220
MDXG,459,234,2013-06-28,2020-05-11,457,232
ESI,459,284,2009-08-17,2020-06-05,357,199
MRCY,459,325,2010-01-27,2020-05-21,429,306
MNTA,459,286,2009-11-10,2020-05-13,404,247
FHN,459,300,2009-08-17,2020-06-10,346,209
FLEX,458,293,2009-08-13,2020-06-05,367,219
PSTI,458,313,2009-12-02,2020-05-15,374,273
TTPH,457,257,2013-03-05,2020-06-10,389,228
NAT,457,313,2009-08-07,2020-06-11,364,249
ASH,457,295,2009-08-18,2020-05-07,365,224
BBW,457,344,2009-10-12,2020-06-02,395,292
PRGS,456,175,2009-07-27,2020-05-06,427,156
SIX,455,269,2010-11-11,2020-06-11,395,225
PSA,455,322,2009-12-01,2020-06-11,364,246
ENB,455,295,2009-08-16,2020-06-05,404,251
BRO,454,304,2009-08-13,2020-06-03,409,267
ELGX,454,274,2009-10-09,2020-05-28,428,251
CNK,453,313,2009-11-05,2020-06-10,335,232
DAN,453,304,2009-08-07,2020-06-10,392,254
ELY,451,283,2009-08-13,2020-06-04,382,231
TUP,450,231,2009-10-21,2020-06-11,371,181
SSI,447,208,2009-08-10,2020-05-11,423,187
LDOS,447,310,2013-12-02,2020-06-11,407,280
AON,446,288,2010-07-12,2020-06-03,367,234
TECD,446,220,2009-11-23,2020-05-28,403,193
AVT,446,273,2009-10-14,2020-06-10,369,215
KKD,445,198,2009-08-26,2019-11-13,406,166
VRNT,445,185,2010-01-25,2020-06-10,398,160
PALL,445,373,2010-03-06,2019-12-28,234,216
TXMD,444,253,2013-04-26,2020-06-08,399,227
DTE,444,300,2009-08-18,2020-06-09,372,248
ESPR,444,226,2013-05-14,2020-06-04,420,208
CX,443,351,2009-11-12,2020-06-09,373,288
GWR,443,274,2009-10-13,2020-01-03,420,258
PBI,442,274,2009-08-07,2020-06-11,368,215
SUN,442,279,2009-07-10,2020-06-01,351,211
SKYW,442,319,2009-12-12,2020-06-10,375,267
ITRI,442,267,2009-08-07,2020-05-28,352,209
WAB,442,288,2009-08-13,2020-06-11,389,244
ADTN,441,241,2009-11-18,2020-04-23,377,196
KATE,441,221,2014-03-17,2017-07-02,441,221
BRK,440,295,2009-11-10,2020-06-05,379,250
ENR,440,267,2009-08-12,2020-06-08,366,212
AM,439,282,2009-05-22,2020-06-08,346,225
WYN,439,289,2009-08-10,2018-06-01,317,197
WERN,439,255,2009-10-20,2020-06-02,387,215
BZH,439,286,2009-08-13,2020-05-19,371,240
NIO,439,148,2019-08-26,2020-06-11,326,102
TRI,438,262,2009-11-05,2020-05-28,387,220
HK,437,298,2009-08-13,2019-07-22,362,240
WPX,437,307,2011-12-01,2020-06-11,366,265
PHG,436,303,2010-01-25,2020-06-11,346,232
ALU,436,277,2009-08-10,2017-10-30,339,209
PPC,436,269,2009-12-29,2020-06-08,400,240
VSLR,434,230,2014-08-26,2020-06-11,403,206
PFPT,434,244,2012-04-20,2020-05-13,420,235
TRGP,433,286,2011-01-18,2020-06-11,360,242
PAAS,432,305,2009-08-10,2020-06-05,363,251
NSM,431,223,2009-08-12,2018-07-30,346,181
DK,431,289,2010-11-02,2020-06-09,370,247
LNC,431,320,2009-08-18,2020-06-11,285,217
LZB,430,194,2009-11-18,2020-06-05,395,163
SNI,430,278,2009-08-10,2018-03-05,367,228
GOL,429,321,2009-08-17,2020-06-11,316,234
MMP,429,318,2009-08-12,2020-06-11,359,268
WGO,429,206,2009-08-18,2020-06-10,377,166
WBMD,428,217,2009-12-15,2017-07-25,404,197
SLW,427,297,2009-10-06,2017-05-09,309,213
MMI,427,212,2011-01-24,2020-06-10,392,192
BTI,427,287,2009-08-17,2020-06-09,372,244
VSTM,427,256,2012-01-27,2020-05-11,381,234
AEZS,426,274,2009-09-16,2020-06-08,400,252
FLIR,426,278,2009-08-17,2020-06-09,302,199
XLU,426,390,2009-08-16,2020-06-01,375,341
PTLA,425,241,2013-05-22,2020-05-22,381,219
CPA,424,284,2009-08-07,2020-06-10,364,232
RNG,424,229,2013-08-26,2020-06-11,366,192
PDCO,424,240,2009-08-17,2020-05-18,376,204
KERX,424,247,2009-09-16,2018-12-13,400,228
PCYC,424,256,2010-01-13,2016-08-22,403,237
EV,423,274,2009-08-10,2020-06-03,323,204
MDP,423,268,2009-12-09,2020-06-11,365,222
TOPS,423,238,2010-05-14,2020-06-09,343,194
SNCR,423,229,2009-11-02,2020-06-09,376,201
LEDS,423,222,2010-12-09,2020-05-21,388,207
RMD,423,286,2010-02-08,2020-06-10,389,257
RARE,422,263,2014-01-30,2020-06-01,398,244
L,421,184,2009-08-06,2020-06-11,258,127
PERY,421,211,2009-08-28,2018-10-18,394,191
APOL,421,181,2012-03-27,2017-02-01,421,181
CDNS,420,257,2009-07-27,2020-06-03,346,204
PE,420,270,2014-05-12,2020-06-11,336,223
CPRX,420,240,2009-10-01,2020-05-13,403,230
LOGM,419,203,2009-10-28,2020-04-23,379,172
PCRX,419,262,2011-02-03,2020-06-01,395,246
AVB,419,294,2009-10-21,2020-06-05,347,236
VNDA,419,281,2009-08-17,2020-06-09,360,238
PKG,419,221,2009-10-09,2020-05-26,386,195
NFX,418,275,2010-01-14,2019-02-14,360,234
XLB,417,349,2009-09-03,2020-04-29,345,287
SGYP,416,230,2011-05-16,2019-03-05,416,230
HSIC,415,261,2009-08-17,2020-05-18,362,219
SCVL,415,192,2009-10-26,2020-05-20,389,171
AAN,415,224,2009-08-10,2020-06-10,346,177
SU,415,348,2009-09-08,2020-06-11,295,251
SYT,414,230,2009-10-23,2018-01-08,390,208
G,414,224,2009-08-06,2020-05-20,292,182
KIRK,414,182,2009-11-20,2020-06-04,340,140
GFI,414,333,2009-08-13,2020-06-09,341,276
DANG,411,242,2010-12-08,2017-05-24,340,208
IPI,411,281,2009-08-07,2020-06-04,339,225
GLNG,411,268,2009-12-23,2020-06-09,373,244
CCE,411,256,2009-10-28,2018-11-06,320,204
IFF,411,250,2009-08-17,2020-06-11,347,204
CXW,410,248,2009-08-07,2020-06-05,377,223
CAMP,410,198,2009-08-13,2020-05-13,381,179
CYTR,410,254,2009-11-23,2019-11-18,348,245
WPRT,410,229,2009-11-04,2020-06-08,370,195
VSI,410,237,2009-12-07,2019-12-10,392,224
IACI,410,241,2009-08-10,2016-07-27,366,205
LINE,410,229,2009-08-07,2016-05-12,367,193
FLT,410,252,2010-12-22,2020-06-05,378,225
TFM,409,179,2010-11-05,2016-04-27,402,176
PWR,409,244,2009-08-07,2020-06-11,319,190
WATT,408,221,2014-03-25,2020-06-10,369,203
ERJ,408,268,2009-10-23,2020-06-08,307,206
COMM,406,201,2013-10-25,2020-06-05,378,184
IMPV,406,202,2011-10-28,2018-11-26,406,202
INFI,405,223,2010-02-11,2020-06-09,387,209
TROV,405,251,2012-06-13,2020-05-07,393,241
NPTN,405,230,2011-02-02,2020-06-11,365,210
RRD,404,246,2009-08-10,2020-06-10,356,209
ATML,404,237,2009-10-16,2017-04-04,344,200
SBAC,404,271,2010-02-23,2020-06-09,357,230
EBIX,404,258,2009-10-26,2020-06-08,362,225
CLSN,403,264,2009-09-28,2020-05-29,372,241
MASI,403,285,2009-12-23,2020-05-27,335,238
TRMB,403,279,2009-09-02,2020-06-09,350,235
QEP,402,274,2010-11-17,2020-06-11,352,247
NWS,402,284,2009-08-17,2020-05-08,285,194
BECN,402,215,2009-12-01,2020-05-08,349,178
PAYC,402,240,2014-04-11,2020-06-11,344,203
AGNC,402,305,2009-08-13,2020-05-21,306,234
LLTC,402,223,2009-08-07,2017-08-10,326,184
EPZM,401,224,2013-05-13,2020-06-01,388,214
IRWD,401,253,2010-02-01,2020-06-01,383,238
ALR,401,221,2010-11-17,2018-01-02,382,204
PDCE,400,275,2012-09-04,2020-06-09,351,246
JAKK,399,233,2009-12-23,2020-05-13,361,206
VNET,399,205,2011-04-21,2020-06-09,386,196
BCR,399,213,2009-08-07,2018-03-06,338,172
SON,399,239,2010-04-01,2020-05-21,354,210
CNQ,398,316,2009-08-14,2020-06-10,314,250
CLB,398,255,2009-12-23,2020-06-08,342,211
STO,398,313,2009-08-17,2018-04-30,320,248
CUB,397,282,2009-08-10,2020-05-21,358,250
ADC,397,296,2009-08-18,2020-06-10,323,243
MOV,396,165,2009-09-04,2020-06-09,348,133
BC,396,245,2009-08-07,2020-06-10,306,207
STNG,396,286,2011-05-11,2020-06-09,355,264
HSBC,396,283,2011-05-11,2020-06-11,333,244
HELE,396,192,2009-12-23,2020-04-30,345,158
DY,395,168,2010-02-24,2020-05-21,348,141
RMTI,395,248,2009-09-30,2020-05-26,365,223
IDTI,395,230,2009-08-17,2019-02-07,372,211
SHOO,395,233,2009-09-13,2020-06-03,333,187
LPI,395,282,2011-12-15,2020-06-11,358,257
PTR,394,328,2009-10-28,2020-05-22,265,222
HEAR,394,204,2014-05-14,2020-06-10,371,192
PGNX,394,245,2010-03-21,2020-05-18,374,227
CANF,393,227,2013-12-05,2020-06-11,337,198
AIR,393,233,2009-09-08,2020-06-09,333,185
RPM,393,220,2009-08-07,2020-06-05,322,170
AMP,393,291,2009-09-30,2020-06-08,295,217
IBIO,393,237,2011-02-10,2020-06-05,332,210
TCO,392,273,2009-08-10,2020-06-11,335,233
MAN,392,229,2009-08-14,2020-06-05,321,174
VRSN,392,258,2009-07-27,2020-04-27,294,190
VWO,392,341,2009-10-18,2020-03-31,347,300
GPC,392,223,2009-08-17,2020-06-11,339,183
CPN,392,251,2009-08-10,2018-02-22,341,210
BAS,391,278,2009-08-25,2019-12-12,375,264
ATU,391,178,2009-08-07,2019-09-27,363,156
TGTX,391,243,2012-11-08,2020-05-29,350,223
TZOO,390,227,2009-06-06,2020-06-08,352,195
AGIO,390,235,2013-07-16,2020-06-09,369,220
FLO,390,207,2009-11-11,2020-05-21,353,184
EROS,390,235,2013-12-09,2020-06-11,357,216
OCUL,389,213,2014-06-20,2020-06-08,353,194
AAOI,389,206,2013-09-26,2020-05-11,371,196
FLS,389,260,2009-08-10,2020-06-10,311,203
META,389,86,2020-02-19,2020-06-10,16,6
OLED,389,213,2013-07-29,2020-05-28,382,207
CG,388,283,2014-11-21,2020-06-05,346,250
XOMA,388,244,2010-03-21,2020-05-05,354,222
RENT,388,293,2010-03-16,2016-01-31,381,286
TSS,388,263,2009-08-13,2019-09-27,355,233
WLK,387,216,2010-02-23,2020-06-11,331,178
WPZ,387,273,2010-01-19,2018-08-10,341,234
OPTT,387,214,2009-09-09,2020-06-08,366,196
TRN,387,277,2009-08-10,2020-06-11,348,242
FCS,386,196,2009-08-17,2017-04-11,321,152
THS,386,229,2009-12-10,2020-05-28,349,200
FOX,385,282,2013-08-07,2020-06-10,337,248
CAM,384,228,2009-08-07,2016-05-09,283,184
TAL,384,257,2010-02-26,2020-06-09,326,216
RIGL,383,199,2010-02-16,2020-06-08,358,182
IDRA,383,258,2010-03-24,2020-06-02,360,242
KIM,382,279,2009-11-17,2020-06-11,279,198
WBC,382,245,2009-10-26,2020-05-29,352,221
MTG,382,268,2009-08-07,2020-06-11,293,197
KCG,381,190,2010-07-22,2017-04-21,366,177
KITE,381,207,2014-06-11,2018-01-30,381,207
TTEK,381,260,2009-08-13,2020-06-10,333,223
TREE,380,220,2010-10-29,2020-05-13,345,202
MHK,380,235,2009-08-13,2020-05-28,322,192
MEET,380,211,2012-06-05,2020-05-06,357,201
XLRN,379,234,2013-09-18,2020-06-02,341,210
KOS,379,249,2011-06-20,2020-06-11,331,216
SFUN,379,236,2010-12-22,2020-06-04,371,230
PFG,378,283,2009-08-16,2020-06-11,272,206
GEO,378,240,2009-10-20,2020-06-11,340,203
CVE,378,291,2010-02-22,2020-06-10,320,246
MARA,378,222,2013-06-25,2020-06-10,352,204
RES,377,256,2009-08-12,2020-06-11,318,209
EBS,377,271,2009-10-09,2020-06-09,321,233
NDSN,376,203,2009-12-17,2020-06-08,330,168
LII,376,201,2010-03-25,2020-04-21,337,174
UDR,375,245,2009-10-28,2020-06-11,302,184
KOL,375,332,2009-09-08,2020-04-24,271,238
IBKR,375,254,2009-10-08,2020-06-04,317,210
OXM,374,161,2009-12-08,2020-06-10,331,134
TITN,374,167,2010-04-15,2020-05-28,338,143
MNK,374,258,2013-07-01,2020-06-11,344,237
WEC,374,250,2010-02-02,2020-06-11,312,205
SCSS,373,192,2009-08-28,2017-11-01,348,173
CATO,373,213,2010-02-01,2020-05-27,351,196
TTOO,373,201,2014-07-28,2020-06-03,303,166
EGHT,373,216,2010-01-04,2020-06-10,322,192
IART,372,247,2010-01-04,2020-05-15,331,215
ITT,372,224,2009-08-13,2020-05-27,265,151
AEE,372,246,2009-08-14,2020-06-09,306,197
XEL,372,266,2009-08-18,2020-06-11,317,221
CCJ,371,277,2009-08-10,2020-05-27,316,232
CYTK,371,247,2009-09-28,2020-05-27,331,220
RDY,371,291,2009-09-25,2020-06-11,307,237
AG,370,291,2009-08-07,2020-06-03,297,244
TEL,370,245,2009-12-30,2020-06-11,290,182
ABB,370,260,2009-11-27,2020-06-03,287,198
LPSN,369,198,2009-08-25,2020-06-04,329,175
GALE,369,219,2011-10-25,2017-12-29,369,219
TD,369,233,2009-08-07,2020-06-11,262,155
SLM,369,262,2009-08-13,2020-06-05,284,197
MANT,369,285,2009-11-12,2020-06-10,317,239
LLNW,369,225,2009-07-27,2020-06-08,298,183
POST,368,232,2012-02-06,2020-05-11,358,224
RSG,368,261,2009-08-14,2020-06-11,304,212
DRRX,368,221,2010-03-21,2020-05-27,340,202
GALT,368,248,2012-03-23,2020-05-11,350,236
ARW,368,251,2009-08-07,2020-06-03,283,190
SF,367,242,2009-08-12,2020-05-20,308,201
